00000    ;022751590918;645;3  ;0;645;30000.00
00001     ;002947382146;804;3  ;0;804;60000.00
00002     ;092786067395;854;3  ;0;854;30000.00
00003     ;013834122631;734;3  ;0;734;150000.00
00004     ;075128409260;723;2  ;0;733;30000.00
00005     ;098139712817;743;2  ;0;753;90000.00
00006     ;046837877163;852;3  ;0;852;180000.00
00007     ;021884639707;650;3  ;0;650;60000.00
00008     ;053720418200;673;3  ;0;673;30000.00
00009     ;054403020061;543;3  ;0;543;150000.00
00010     ;078252097556;826;3  ;0;826;30000.00
00011     ;036185162089;799;3  ;0;799;150000.00
00012     ;093312181033;638;3  ;0;638;150000.00
00013     ;009369568416;706;2  ;0;716;120000.00
00014     ;043905741096;692;3  ;0;692;150000.00
00015     ;002508947307;708;2  ;0;718;30000.00
00016     ;050584863303;862;3  ;0;862;30000.00
00017     ;034305789630;1056;3  ;0;1056;30000.00
00018     ;001821175354;601;3  ;0;601;60000.00
00019     ;079424067308;914;3  ;0;914;150000.00
00020     ;068968710753;681;3  ;0;681;210000.00
00021     ;000612942766;601;3  ;0;601;180000.00
00022     ;035092923900;652;3  ;0;652;30000.00
00023     ;068877329419;841;3  ;0;841;150000.00
00024     ;025375100202;760;3  ;0;760;30000.00
00025     ;018097631977;909;3  ;0;909;60000.00
00026     ;071953532993;514;3  ;0;514;90000.00
00027     ;097080960861;649;2  ;0;659;60000.00
00028     ;055652421676;818;3  ;0;818;150000.00
00029     ;030444232191;680;3  ;0;680;150000.00
00030     ;064244678044;734;1  ;0;764;150000.00
00031     ;029837136423;780;3  ;0;780;60000.00
00032     ;009237765267;946;3  ;0;946;150000.00
00033     ;050529821727;1039;3  ;0;1039;60000.00
00034     ;045329803024;841;2  ;0;851;60000.00
00035     ;070309093847;588;3  ;0;588;150000.00
00036     ;076208512407;850;3  ;0;850;180000.00
00037     ;055095814776;898;3  ;0;898;60000.00
00038     ;055023976457;781;3  ;0;781;30000.00
00039     ;005761200189;618;3  ;0;618;210000.00
00040     ;027600547539;808;3  ;0;808;180000.00
00041     ;097816296633;856;3  ;0;856;90000.00
00042     ;029578365954;792;3  ;0;792;150000.00
00043     ;084794742393;743;2  ;0;753;150000.00
00044     ;036958223826;704;3  ;0;704;120000.00
00045     ;099002604049;721;3  ;0;721;150000.00
00046     ;055057240683;676;3  ;0;676;60000.00
00047     ;012238163607;906;3  ;0;906;90000.00
00048     ;093946413730;554;3  ;0;554;60000.00
00049     ;031871819789;696;3  ;0;696;180000.00
00050     ;026799140577;777;3  ;0;777;90000.00
00051     ;030891109300;760;3  ;0;760;210000.00
00052     ;016342681235;901;3  ;0;901;150000.00
00053     ;032806091398;792;3  ;0;792;180000.00
00054     ;041290844879;726;3  ;0;726;180000.00
00055     ;052450942806;747;3  ;0;747;210000.00
00056     ;027512670864;914;3  ;0;914;180000.00
00057     ;004753680525;716;3  ;0;716;180000.00
00058     ;038245087411;954;3  ;0;954;30000.00
00059     ;033511449200;774;3  ;0;774;180000.00
00060     ;018285217444;604;3  ;0;604;30000.00
00061     ;039701800911;1019;3  ;0;1019;60000.00
00062     ;054507401991;742;3  ;0;742;150000.00
00063     ;068628038596;698;3  ;0;698;150000.00
00064     ;086122354027;828;2  ;0;838;150000.00
00065     ;005821006812;839;3  ;0;839;210000.00
00066     ;010605506249;655;3  ;0;655;150000.00
00067     ;095483709883;652;1  ;0;682;60000.00
00068     ;031733924087;824;3  ;0;824;60000.00
00069     ;040782476393;673;2  ;0;683;120000.00
00070     ;006566827488;842;2  ;0;852;150000.00
00071     ;087836119791;747;3  ;0;747;60000.00
00072     ;084234051329;632;3  ;0;632;120000.00
00073     ;018420725707;775;3  ;0;775;150000.00
00074     ;054612975574;789;2  ;0;799;210000.00
00075     ;064023314421;742;3  ;0;742;120000.00
00076     ;026016577629;920;3  ;0;920;120000.00
00077     ;005714070222;777;3  ;0;777;150000.00
00078     ;005040118375;809;3  ;0;809;60000.00
00079     ;038990371779;770;3  ;0;770;150000.00
00080     ;034014920462;753;3  ;0;753;210000.00
00081     ;078357913569;605;3  ;0;605;150000.00
00082     ;077460312574;748;3  ;0;748;180000.00
00083     ;007286638660;706;3  ;0;706;60000.00
00084     ;069510422659;760;3  ;0;760;60000.00
00085     ;051892921284;915;3  ;0;915;210000.00
00086     ;051094519176;779;3  ;0;779;30000.00
00087     ;053039242180;707;3  ;0;707;150000.00
00088     ;038562762630;779;3  ;0;779;120000.00
00089     ;010308416074;790;2  ;0;800;150000.00
00090     ;097215977567;619;3  ;0;619;30000.00
00091     ;085692784119;712;3  ;0;712;150000.00
00092     ;062330713155;627;3  ;0;627;210000.00
00093     ;073229053792;681;3  ;0;681;210000.00
00094     ;078225255286;976;3  ;0;976;150000.00
00095     ;094989445133;778;2  ;0;788;60000.00
00096     ;003707127102;826;3  ;0;826;120000.00
00097     ;099281860059;755;3  ;0;755;150000.00
00098     ;030997751273;817;3  ;0;817;30000.00
00099     ;064980124698;866;2  ;0;876;30000.00
00100     ;064646559324;774;3  ;0;774;120000.00
00101     ;055903507482;610;3  ;0;610;90000.00
00102     ;023442713110;752;3  ;2;832;90000.00
00103     ;021851744626;812;3  ;0;812;150000.00
00104     ;072036125720;856;3  ;0;856;30000.00
00105     ;085347075019;696;3  ;0;696;150000.00
00106     ;087446293127;762;2  ;0;772;150000.00
00107     ;027021551017;840;3  ;0;840;150000.00
00108     ;098051338100;493;3  ;0;493;150000.00
00109     ;037407389563;922;3  ;0;922;60000.00
00110     ;040963034804;829;3  ;0;829;150000.00
00111     ;029455413678;860;3  ;0;860;60000.00
00112     ;039763530107;692;3  ;0;692;30000.00
00113     ;023676210306;888;3  ;0;888;30000.00
00114     ;001298213041;664;3  ;0;664;90000.00
00115     ;066909447187;855;3  ;0;855;150000.00
00116     ;097203037262;738;3  ;0;738;150000.00
00117     ;004041384029;769;3  ;0;769;90000.00
00118     ;008256443580;773;3  ;0;773;90000.00
00119     ;025035439971;656;3  ;0;656;30000.00
00120     ;097799469596;799;3  ;0;799;210000.00
00121     ;053419470697;677;3  ;0;677;180000.00
00122     ;019422562158;568;3  ;0;568;210000.00
00123     ;036848819731;795;1  ;0;825;30000.00
00124     ;038296089215;808;3  ;0;808;150000.00
00125     ;053769799069;732;3  ;0;732;150000.00
00126     ;072534782590;928;3  ;0;928;60000.00
00127     ;065386143052;541;2  ;0;551;150000.00
00128     ;074923850466;957;3  ;0;957;30000.00
00129     ;054658775954;720;3  ;0;720;150000.00
00130     ;018089053987;826;3  ;0;826;60000.00
00131     ;049508998909;573;3  ;0;573;150000.00
00132     ;018562428857;814;3  ;0;814;150000.00
00133     ;019018290659;851;3  ;0;851;60000.00
00134     ;008966389007;810;3  ;0;810;60000.00
00135     ;034568402052;660;3  ;0;660;30000.00
00136     ;000005084333;839;3  ;0;839;150000.00
00137     ;020383211543;715;3  ;0;715;150000.00
00138     ;066645101222;693;3  ;0;693;180000.00
00139     ;014900221864;814;3  ;0;814;180000.00
00140     ;024297253645;718;3  ;0;718;120000.00
00141     ;070142824979;729;3  ;0;729;150000.00
00142     ;035795291741;714;3  ;0;714;60000.00
00143     ;002611425174;765;2  ;0;775;60000.00
00144     ;097689805808;601;3  ;0;601;120000.00
00145     ;093707084862;718;2  ;0;728;150000.00
00146     ;056066247899;867;2NT;0;887;210000.00
00147     ;044325246764;995;2NT;0;1008.6666666666666;150000.00
00148     ;040980149549;798;3  ;0;798;120000.00
00149     ;083731870500;992;3  ;0;992;60000.00
00150     ;049807686188;813;3  ;0;813;180000.00
00151     ;017304811448;689;3  ;0;689;90000.00
00152     ;002406095575;631;3  ;0;631;90000.00
00153     ;002990222772;603;3  ;0;603;30000.00
00154     ;077076351109;704;3  ;0;704;90000.00
00155     ;071605172905;495;3  ;0;495;30000.00
00156     ;006176013960;683;3  ;0;683;60000.00
00157     ;001866331078;700;3  ;0;700;60000.00
00158     ;044004848766;918;3  ;0;918;60000.00
00159     ;051811476435;808;3  ;0;808;180000.00
00160     ;068550811713;669;1  ;0;699;60000.00
00161     ;060751403432;777;3  ;0;777;60000.00
00162     ;035389298928;774;3  ;0;774;120000.00
00163     ;082598229334;839;3  ;0;839;30000.00
00164     ;096773940968;757;2  ;0;767;180000.00
00165     ;034816551911;658;3  ;0;658;120000.00
00166     ;088699095387;819;3  ;0;819;180000.00
00167     ;035288052927;621;3  ;0;621;90000.00
00168     ;058929970444;866;3  ;0;866;120000.00
00169     ;024508826312;737;3  ;0;737;150000.00
00170     ;017556989630;716;1  ;4;826;150000.00
00171     ;036940415299;763;3  ;0;763;90000.00
00172     ;078479921613;904;3  ;0;904;180000.00
00173     ;010140901677;677;3  ;0;677;150000.00
00174     ;099180340334;709;3  ;0;709;30000.00
00175     ;022519287730;761;3  ;0;761;120000.00
00176     ;050546458337;856;3  ;0;856;150000.00
00177     ;088423730209;1032;3  ;0;1032;150000.00
00178     ;024126644130;857;3  ;0;857;90000.00
00179     ;063012046645;597;3  ;0;597;60000.00
00180     ;098817246371;874;3  ;0;874;150000.00
00181     ;083146168268;890;3  ;0;890;30000.00
00182     ;089617791190;868;3  ;0;868;30000.00
00183     ;045325127627;594;3  ;0;594;60000.00
00184     ;083890939812;648;3  ;0;648;120000.00
00185     ;015589916479;1002;3  ;0;1002;150000.00
00186     ;077415744071;693;3  ;0;693;150000.00
00187     ;005679768266;778;3  ;0;778;210000.00
00188     ;074979726997;774;3  ;0;774;60000.00
00189     ;049376252656;879;3  ;0;879;210000.00
00190     ;091441258584;1003;3  ;0;1003;90000.00
00191     ;044210196938;866;3  ;0;866;150000.00
00192     ;008069764034;833;3  ;0;833;150000.00
00193     ;030166291004;744;3  ;0;744;90000.00
00194     ;025730236050;611;3  ;0;611;210000.00
00195     ;043100281763;684;1  ;0;714;150000.00
00196     ;007760588185;637;3  ;0;637;90000.00
00197     ;027959993056;886;2  ;5;936;150000.00
00198     ;051119367561;865;3  ;0;865;150000.00
00199     ;088972102415;617;3  ;0;617;30000.00
00200     ;054977294873;604;3  ;0;604;120000.00
00201     ;005642652821;762;3  ;0;762;90000.00
00202     ;006975529582;746;3  ;0;746;120000.00
00203     ;066395975357;827;3  ;0;827;150000.00
00204     ;028670119784;840;3  ;0;840;60000.00
00205     ;036126067318;719;3  ;0;719;30000.00
00206     ;094027202055;812;3  ;0;812;150000.00
00207     ;005991242979;848;3  ;0;848;120000.00
00208     ;045563156327;682;3  ;0;682;60000.00
00209     ;029709316714;827;3  ;0;827;120000.00
00210     ;059978290566;577;3  ;0;577;120000.00
00211     ;048960931323;910;3  ;0;910;150000.00
00212     ;072618191204;772;3  ;0;772;60000.00
00213     ;061489663453;794;3  ;0;794;30000.00
00214     ;025188516220;726;3  ;0;726;150000.00
00215     ;032149583813;690;3  ;0;690;150000.00
00216     ;059310303937;715;3  ;0;715;60000.00
00217     ;014588753440;866;3  ;0;866;150000.00
00218     ;012214264313;649;3  ;0;649;30000.00
00219     ;034437930339;839;3  ;0;839;30000.00
00220     ;023248338946;747;3  ;0;747;150000.00
00221     ;048986015687;644;3  ;0;644;150000.00
00222     ;009427385948;665;3  ;0;665;120000.00
00223     ;034773699365;764;3  ;0;764;90000.00
00224     ;082520552217;953;3  ;0;953;30000.00
00225     ;086192446557;798;3  ;0;798;150000.00
00226     ;000003456887;691;3  ;0;691;150000.00
00227     ;066349647268;777;3  ;0;777;120000.00
00228     ;037344484279;694;3  ;0;694;210000.00
00229     ;051914504305;1028;3  ;0;1028;90000.00
00230     ;017366556403;842;2  ;0;852;30000.00
00231     ;091742604211;838;2  ;0;848;60000.00
00232     ;037349702005;712;3  ;0;712;210000.00
00233     ;019736372972;489;3  ;0;489;150000.00
00234     ;077012945981;693;3  ;0;693;180000.00
00235     ;087871285340;651;3  ;0;651;60000.00
00236     ;017742809388;458;3  ;0;458;60000.00
00237     ;031635747108;706;3  ;0;706;150000.00
00238     ;012246143882;840;3  ;0;840;120000.00
00239     ;001920927818;588;3  ;0;588;60000.00
00240     ;076548499861;840;3  ;0;840;60000.00
00241     ;060732305994;922;3  ;0;922;150000.00
00242     ;061794936836;801;3  ;0;801;30000.00
00243     ;058427784331;853;3  ;0;853;90000.00
00244     ;015552497912;1030;3  ;0;1030;60000.00
00245     ;059598814997;709;3  ;0;709;210000.00
00246     ;045144669053;735;3  ;0;735;150000.00
00247     ;099241624252;822;3  ;0;822;60000.00
00248     ;082757053681;656;3  ;0;656;30000.00
00249     ;048097212409;811;2  ;0;821;180000.00
00250     ;036327228435;746;3  ;0;746;60000.00
00251     ;009303494931;835;3  ;0;835;150000.00
00252     ;067308055081;794;3  ;0;794;150000.00
00253     ;089804602178;762;2  ;0;772;90000.00
00254     ;073329890852;986;3  ;0;986;180000.00
00255     ;038715295700;893;3  ;0;893;60000.00
00256     ;042167239727;783;3  ;0;783;60000.00
00257     ;091450437063;746;3  ;0;746;30000.00
00258     ;042902729976;868;3  ;0;868;30000.00
00259     ;094598517320;789;3  ;0;789;210000.00
00260     ;061379360678;944;3  ;0;944;150000.00
00261     ;041159729903;1074;3  ;5;1090.8;60000.00
00262     ;097817887859;885;3  ;0;885;150000.00
00263     ;079767022781;838;3  ;0;838;60000.00
00264     ;020433933864;883;3  ;0;883;150000.00
00265     ;076559250360;725;3  ;0;725;180000.00
00266     ;077580376397;733;3  ;0;733;150000.00
00267     ;022971234958;468;3  ;0;468;120000.00
00268     ;097647422494;780;3  ;0;780;90000.00
00269     ;021877604628;447;3  ;0;447;150000.00
00270     ;097360333617;808;3  ;0;808;180000.00
00271     ;039078386871;768;3  ;0;768;180000.00
00272     ;049635423151;885;3  ;0;885;150000.00
00273     ;020374634573;764;1  ;0;794;60000.00
00274     ;070064857195;779;3  ;0;779;150000.00
00275     ;077493265127;469;3  ;0;469;30000.00
00276     ;075529360856;713;3  ;0;713;150000.00
00277     ;013434277905;565;1  ;0;595;30000.00
00278     ;056311276831;610;2  ;0;620;60000.00
00279     ;042917917951;846;3  ;0;846;150000.00
00280     ;038580733559;730;3  ;0;730;180000.00
00281     ;013072205676;751;3  ;0;751;30000.00
00282     ;038057359272;658;3  ;0;658;30000.00
00283     ;089818457714;645;3  ;0;645;150000.00
00284     ;032912282792;573;3  ;0;573;60000.00
00285     ;053260144198;888;3  ;0;888;150000.00
00286     ;053249337447;751;3  ;0;751;210000.00
00287     ;069254036344;623;3  ;0;623;180000.00
00288     ;053835546043;812;3  ;0;812;60000.00
00289     ;057732329741;917;3  ;0;917;90000.00
00290     ;018237269091;853;3  ;0;853;90000.00
00291     ;002157364620;874;3  ;0;874;90000.00
00292     ;030495398435;687;2  ;0;697;150000.00
00293     ;077562612542;989;3  ;0;989;60000.00
00294     ;023383839326;814;3  ;0;814;90000.00
00295     ;079954146843;808;3  ;0;808;210000.00
00296     ;046217508778;792;3  ;0;792;30000.00
00297     ;045237964462;681;3  ;0;681;120000.00
00298     ;035514452470;937;3  ;0;937;150000.00
00299     ;082233300225;880;3  ;0;880;120000.00
00300     ;013686284658;825;3  ;0;825;150000.00
00301     ;077524532004;808;3  ;0;808;210000.00
00302     ;018781621825;756;2  ;0;766;210000.00
00303     ;081100985710;647;3  ;0;647;60000.00
00304     ;018685781164;831;3  ;0;831;210000.00
00305     ;067045841968;852;3  ;0;852;150000.00
00306     ;035162056369;746;3  ;0;746;60000.00
00307     ;093610027515;802;3  ;0;802;150000.00
