022751590918;1;141;151;197;86;70;645
002947382146;1;228;128;176;104;168;804
092786067395;1;268;107;281;99;99;854
013834122631;1;187;126;192;105;124;734
075128409260;1;264;105;213;55;86;723
098139712817;1;269;99;160;83;132;743
046837877163;1;137;270;231;75;139;852
021884639707;1;160;120;212;98;60;650
053720418200;1;142;104;213;63;151;673
054403020061;1;82;118;104;113;126;543
078252097556;1;254;238;169;79;86;826
036185162089;1;136;232;176;90;165;799
093312181033;1;172;212;120;58;76;638
009369568416;1;251;202;96;90;67;706
043905741096;1;172;96;176;97;151;692
002508947307;1;133;214;120;76;165;708
050584863303;1;186;221;272;107;76;862
034305789630;1;227;288;287;103;151;1056
001821175354;1;117;177;121;63;123;601
079424067308;1;282;211;162;112;147;914
068968710753;1;105;103;251;91;131;681
000612942766;1;250;113;102;51;85;601
035092923900;1;183;91;196;54;128;652
068877329419;1;266;99;288;118;70;841
025375100202;1;250;248;104;96;62;760
018097631977;1;264;256;198;77;114;909
071953532993;1;116;88;105;54;151;514
097080960861;1;89;106;242;101;111;649
055652421676;1;266;206;193;55;98;818
030444232191;1;82;237;200;96;65;680
064244678044;1;182;269;116;90;77;734
029837136423;1;277;204;184;62;53;780
009237765267;1;216;227;280;81;142;946
050529821727;1;286;277;280;94;102;1039
045329803024;1;245;221;91;112;172;841
070309093847;1;159;133;119;96;81;588
076208512407;1;262;168;202;118;100;850
055095814776;1;252;220;236;72;118;898
055023976457;1;247;134;237;84;79;781
005761200189;1;113;199;127;90;89;618
027600547539;1;263;196;146;79;124;808
097816296633;1;254;282;164;85;71;856
029578365954;1;188;202;250;82;70;792
084794742393;1;272;84;248;53;86;743
036958223826;1;197;156;120;60;171;704
099002604049;1;141;89;273;51;167;721
055057240683;1;220;92;130;103;131;676
012238163607;1;289;211;215;61;130;906
093946413730;1;130;147;102;50;125;554
031871819789;1;138;200;136;52;170;696
026799140577;1;94;182;293;89;119;777
030891109300;1;194;193;167;96;110;760
016342681235;1;142;265;264;58;172;901
032806091398;1;186;198;278;61;69;792
041290844879;1;225;216;94;120;71;726
052450942806;1;133;156;247;83;128;747
027512670864;1;187;239;295;63;130;914
004753680525;1;164;232;126;68;126;716
038245087411;1;268;233;231;66;156;954
033511449200;1;95;213;277;77;112;774
018285217444;1;120;130;150;90;114;604
039701800911;1;219;275;290;98;137;1019
054507401991;1;150;254;174;70;94;742
068628038596;1;170;98;215;76;139;698
086122354027;1;186;163;208;110;161;828
005821006812;1;264;106;231;81;157;839
010605506249;1;94;86;208;107;160;655
095483709883;1;150;278;96;62;66;652
031733924087;1;180;155;233;92;164;824
040782476393;1;144;152;128;114;135;673
006566827488;1;262;201;210;108;61;842
087836119791;1;181;142;293;70;61;747
084234051329;1;122;269;120;67;54;632
018420725707;1;217;169;194;76;119;775
054612975574;1;177;158;190;115;149;789
064023314421;1;226;154;182;112;68;742
026016577629;1;272;194;242;56;156;920
005714070222;1;95;263;287;58;74;777
005040118375;1;167;162;251;106;123;809
038990371779;1;113;119;289;96;153;770
034014920462;1;153;203;166;118;113;753
078357913569;1;92;176;93;85;159;605
077460312574;1;225;190;183;75;75;748
007286638660;1;187;128;127;110;154;706
069510422659;1;190;222;132;50;166;760
051892921284;1;113;288;290;72;152;915
051094519176;1;202;152;245;105;75;779
053039242180;1;113;248;175;63;108;707
038562762630;1;280;94;254;64;87;779
010308416074;1;255;180;199;58;98;790
097215977567;1;209;134;110;77;89;619
085692784119;1;180;137;153;74;168;712
062330713155;1;83;102;294;79;69;627
073229053792;1;157;181;166;94;83;681
078225255286;1;272;248;187;94;175;976
094989445133;1;187;113;232;109;137;778
003707127102;1;211;198;186;113;118;826
099281860059;1;126;275;143;119;92;755
030997751273;1;229;118;181;112;177;817
064980124698;1;231;186;251;120;78;866
064646559324;1;129;146;285;53;161;774
055903507482;1;141;125;94;120;130;610
023442713110;1;108;206;258;50;130;752
021851744626;1;178;198;195;94;147;812
072036125720;1;215;155;231;115;140;856
085347075019;1;111;96;245;74;170;696
087446293127;1;130;194;300;55;83;762
027021551017;1;133;250;213;81;163;840
098051338100;1;127;86;132;97;51;493
037407389563;1;269;205;269;117;62;922
040963034804;1;200;221;245;111;52;829
029455413678;1;138;235;280;79;128;860
039763530107;1;289;112;130;60;101;692
023676210306;1;210;246;229;88;115;888
001298213041;1;159;228;136;63;78;664
066909447187;1;195;237;299;59;65;855
097203037262;1;99;261;111;97;170;738
004041384029;1;220;128;230;93;98;769
008256443580;1;205;244;151;77;96;773
025035439971;1;101;167;157;112;119;656
097799469596;1;139;196;227;68;169;799
053419470697;1;230;82;169;120;76;677
019422562158;1;116;94;169;110;79;568
036848819731;1;178;107;285;71;154;795
038296089215;1;136;214;287;99;72;808
053769799069;1;273;144;180;54;81;732
072534782590;1;281;273;157;52;165;928
065386143052;1;117;124;188;62;50;541
074923850466;1;261;220;267;65;144;957
054658775954;1;237;221;140;67;55;720
018089053987;1;196;183;293;80;74;826
049508998909;1;100;119;105;77;172;573
018562428857;1;96;227;288;117;86;814
019018290659;1;282;118;197;110;144;851
008966389007;1;171;283;136;119;101;810
034568402052;1;133;115;263;52;97;660
000005084333;1;261;100;274;64;140;839
020383211543;1;163;159;199;98;96;715
066645101222;1;137;195;257;53;51;693
014900221864;1;113;161;293;98;149;814
024297253645;1;104;178;179;81;176;718
070142824979;1;111;189;202;73;154;729
035795291741;1;176;280;137;63;58;714
002611425174;1;119;246;251;73;76;765
097689805808;1;82;145;175;58;141;601
093707084862;1;86;195;201;83;153;718
056066247899;1;262;168;210;65;162;867
044325246764;1;236;260;267;58;174;995
040980149549;1;173;265;166;118;76;798
083731870500;1;232;253;256;109;142;992
049807686188;1;266;260;96;109;82;813
017304811448;1;143;287;147;53;59;689
002406095575;1;107;156;208;66;94;631
002990222772;1;112;106;242;76;67;603
077076351109;1;151;168;177;80;128;704
071605172905;1;115;98;119;105;58;495
006176013960;1;123;158;171;65;166;683
001866331078;1;206;96;257;67;74;700
044004848766;1;198;285;264;111;60;918
051811476435;1;275;186;114;109;124;808
068550811713;1;187;145;176;104;57;669
060751403432;1;123;231;293;73;57;777
035389298928;1;230;224;122;60;138;774
082598229334;1;273;245;141;120;60;839
096773940968;1;228;164;206;106;53;757
034816551911;1;142;125;223;58;110;658
088699095387;1;194;194;218;64;149;819
035288052927;1;154;219;122;54;72;621
058929970444;1;93;271;267;118;117;866
024508826312;1;126;100;289;85;137;737
017556989630;1;250;142;91;102;131;716
036940415299;1;206;220;154;112;71;763
078479921613;1;281;100;244;117;162;904
010140901677;1;157;271;137;50;62;677
099180340334;1;146;144;236;98;85;709
022519287730;1;93;264;218;64;122;761
050546458337;1;127;195;255;120;159;856
088423730209;1;272;231;287;114;128;1032
024126644130;1;151;254;289;106;57;857
063012046645;1;124;152;129;61;131;597
098817246371;1;174;245;195;97;163;874
083146168268;1;202;221;193;120;154;890
089617791190;1;192;269;190;73;144;868
045325127627;1;136;94;205;85;74;594
083890939812;1;214;108;179;90;57;648
015589916479;1;265;276;222;110;129;1002
077415744071;1;263;98;140;88;104;693
005679768266;1;174;188;245;89;82;778
074979726997;1;125;261;178;112;98;774
049376252656;1;224;260;241;100;54;879
091441258584;1;250;262;258;67;166;1003
044210196938;1;195;274;212;112;73;866
008069764034;1;107;273;223;94;136;833
030166291004;1;133;182;137;117;175;744
025730236050;1;82;89;224;79;137;611
043100281763;1;223;177;112;93;79;684
007760588185;1;104;238;119;106;70;637
027959993056;1;256;231;172;63;164;886
051119367561;1;230;251;218;87;79;865
088972102415;1;155;95;230;74;63;617
054977294873;1;109;245;100;62;88;604
005642652821;1;229;91;200;107;135;762
006975529582;1;221;144;134;70;177;746
066395975357;1;257;281;116;92;81;827
028670119784;1;229;213;188;67;143;840
036126067318;1;84;126;282;112;115;719
094027202055;1;192;228;141;106;145;812
005991242979;1;187;189;282;58;132;848
045563156327;1;236;82;191;95;78;682
029709316714;1;203;287;115;70;152;827
059978290566;1;103;106;119;71;178;577
048960931323;1;262;180;288;66;114;910
072618191204;1;179;187;245;66;95;772
061489663453;1;184;130;248;65;167;794
025188516220;1;142;82;271;97;134;726
032149583813;1;83;158;298;53;98;690
059310303937;1;140;141;213;76;145;715
014588753440;1;95;262;300;81;128;866
012214264313;1;101;117;294;70;67;649
034437930339;1;196;203;219;50;171;839
023248338946;1;123;277;91;84;172;747
048986015687;1;226;175;126;65;52;644
009427385948;1;186;183;142;51;103;665
034773699365;1;153;195;201;96;119;764
082520552217;1;165;252;277;97;162;953
086192446557;1;179;217;246;69;87;798
000003456887;1;195;200;96;51;149;691
066349647268;1;194;174;186;114;109;777
037344484279;1;134;171;233;84;72;694
051914504305;1;274;254;261;107;132;1028
017366556403;1;232;224;156;53;177;842
091742604211;1;251;176;165;97;149;838
037349702005;1;105;198;184;82;143;712
019736372972;1;81;146;136;60;66;489
077012945981;1;133;205;163;118;74;693
087871285340;1;198;93;193;113;54;651
017742809388;1;97;107;95;73;86;458
031635747108;1;249;138;109;55;155;706
012246143882;1;256;123;287;76;98;840
001920927818;1;119;97;147;87;138;588
076548499861;1;212;272;130;99;127;840
060732305994;1;216;244;218;84;160;922
061794936836;1;210;91;274;75;151;801
058427784331;1;185;203;229;69;167;853
015552497912;1;231;286;276;65;172;1030
059598814997;1;129;130;161;111;178;709
045144669053;1;275;145;90;88;137;735
099241624252;1;158;239;185;82;158;822
082757053681;1;97;151;214;104;90;656
048097212409;1;232;145;169;99;166;811
036327228435;1;106;274;184;61;121;746
009303494931;1;163;203;233;66;170;835
067308055081;1;264;83;232;118;97;794
089804602178;1;236;218;191;60;57;762
073329890852;1;277;173;264;109;163;986
038715295700;1;194;273;185;89;152;893
042167239727;1;176;124;287;117;79;783
091450437063;1;126;117;225;116;162;746
042902729976;1;203;206;199;99;161;868
094598517320;1;140;204;298;71;76;789
061379360678;1;267;238;233;56;150;944
041159729903;1;258;267;260;113;176;1074
097817887859;1;245;188;242;117;93;885
079767022781;1;118;280;232;56;152;838
020433933864;1;251;209;180;101;142;883
076559250360;1;102;225;169;97;132;725
077580376397;1;118;143;275;54;143;733
022971234958;1;115;82;92;95;84;468
097647422494;1;290;180;149;78;83;780
021877604628;1;130;90;98;65;64;447
097360333617;1;134;288;158;105;123;808
039078386871;1;186;207;226;70;79;768
049635423151;1;211;279;249;87;59;885
020374634573;1;210;208;140;119;87;764
070064857195;1;226;123;235;86;109;779
077493265127;1;117;90;113;80;69;469
075529360856;1;149;158;155;89;162;713
013434277905;1;130;137;104;78;116;565
056311276831;1;237;81;92;103;97;610
042917917951;1;239;222;235;66;84;846
038580733559;1;228;188;193;58;63;730
013072205676;1;257;204;147;89;54;751
038057359272;1;138;204;106;79;131;658
089818457714;1;167;141;183;71;83;645
032912282792;1;92;129;144;111;97;573
053260144198;1;274;245;109;112;148;888
053249337447;1;96;250;163;107;135;751
069254036344;1;113;239;93;72;106;623
053835546043;1;243;190;165;52;162;812
057732329741;1;159;263;226;117;152;917
018237269091;1;235;120;270;53;175;853
002157364620;1;270;276;144;61;123;874
030495398435;1;287;158;111;56;75;687
077562612542;1;226;265;265;63;170;989
023383839326;1;274;155;149;103;133;814
079954146843;1;212;229;224;62;81;808
046217508778;1;281;129;157;102;123;792
045237964462;1;80;99;230;116;156;681
