HS022751590918;022751590918;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS002947382146 ;002947382146;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS092786067395 ;092786067395;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS013834122631 ;013834122631;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS075128409260 ;075128409260;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS098139712817 ;098139712817;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS046837877163 ;046837877163;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS021884639707 ;021884639707;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS053720418200 ;053720418200;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS054403020061 ;054403020061;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS078252097556 ;078252097556;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS036185162089 ;036185162089;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS093312181033 ;093312181033;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS009369568416 ;009369568416;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS043905741096 ;043905741096;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS002508947307 ;002508947307;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS050584863303 ;050584863303;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS034305789630 ;034305789630;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS001821175354 ;001821175354;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS079424067308 ;079424067308;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS068968710753 ;068968710753;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS000612942766 ;000612942766;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS035092923900 ;035092923900;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS068877329419 ;068877329419;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS025375100202 ;025375100202;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS018097631977 ;018097631977;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS071953532993 ;071953532993;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS097080960861 ;097080960861;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS055652421676 ;055652421676;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS030444232191 ;030444232191;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS064244678044 ;064244678044;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS029837136423 ;029837136423;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS009237765267 ;009237765267;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS050529821727 ;050529821727;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS045329803024 ;045329803024;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS070309093847 ;070309093847;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS076208512407 ;076208512407;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS055095814776 ;055095814776;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS055023976457 ;055023976457;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS005761200189 ;005761200189;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS027600547539 ;027600547539;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS097816296633 ;097816296633;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS029578365954 ;029578365954;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS084794742393 ;084794742393;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS036958223826 ;036958223826;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS099002604049 ;099002604049;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS055057240683 ;055057240683;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS012238163607 ;012238163607;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS093946413730 ;093946413730;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS031871819789 ;031871819789;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS026799140577 ;026799140577;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS030891109300 ;030891109300;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS016342681235 ;016342681235;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS032806091398 ;032806091398;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS041290844879 ;041290844879;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS052450942806 ;052450942806;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS027512670864 ;027512670864;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS004753680525 ;004753680525;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS038245087411 ;038245087411;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS033511449200 ;033511449200;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS018285217444 ;018285217444;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS039701800911 ;039701800911;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS054507401991 ;054507401991;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS068628038596 ;068628038596;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS086122354027 ;086122354027;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS005821006812 ;005821006812;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS010605506249 ;010605506249;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS095483709883 ;095483709883;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS031733924087 ;031733924087;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS040782476393 ;040782476393;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS006566827488 ;006566827488;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS087836119791 ;087836119791;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS084234051329 ;084234051329;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS018420725707 ;018420725707;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS054612975574 ;054612975574;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS064023314421 ;064023314421;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS026016577629 ;026016577629;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS005714070222 ;005714070222;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS005040118375 ;005040118375;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS038990371779 ;038990371779;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS034014920462 ;034014920462;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS078357913569 ;078357913569;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS077460312574 ;077460312574;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS007286638660 ;007286638660;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS069510422659 ;069510422659;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS051892921284 ;051892921284;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS051094519176 ;051094519176;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS053039242180 ;053039242180;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS038562762630 ;038562762630;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS010308416074 ;010308416074;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS097215977567 ;097215977567;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS085692784119 ;085692784119;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS062330713155 ;062330713155;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS073229053792 ;073229053792;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS078225255286 ;078225255286;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS094989445133 ;094989445133;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS003707127102 ;003707127102;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS099281860059 ;099281860059;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS030997751273 ;030997751273;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS064980124698 ;064980124698;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS064646559324 ;064646559324;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS055903507482 ;055903507482;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS023442713110 ;023442713110;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS021851744626 ;021851744626;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS072036125720 ;072036125720;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS085347075019 ;085347075019;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS087446293127 ;087446293127;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS027021551017 ;027021551017;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS098051338100 ;098051338100;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS037407389563 ;037407389563;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS040963034804 ;040963034804;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS029455413678 ;029455413678;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS039763530107 ;039763530107;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS023676210306 ;023676210306;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS001298213041 ;001298213041;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS066909447187 ;066909447187;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS097203037262 ;097203037262;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS004041384029 ;004041384029;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS008256443580 ;008256443580;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS025035439971 ;025035439971;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS097799469596 ;097799469596;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS053419470697 ;053419470697;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS019422562158 ;019422562158;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS036848819731 ;036848819731;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS038296089215 ;038296089215;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS053769799069 ;053769799069;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS072534782590 ;072534782590;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS065386143052 ;065386143052;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS074923850466 ;074923850466;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS054658775954 ;054658775954;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS018089053987 ;018089053987;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS049508998909 ;049508998909;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS018562428857 ;018562428857;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS019018290659 ;019018290659;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS008966389007 ;008966389007;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS034568402052 ;034568402052;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS000005084333 ;000005084333;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS020383211543 ;020383211543;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS066645101222 ;066645101222;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS014900221864 ;014900221864;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS024297253645 ;024297253645;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS070142824979 ;070142824979;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS035795291741 ;035795291741;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS002611425174 ;002611425174;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS097689805808 ;097689805808;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS093707084862 ;093707084862;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
HS056066247899 ;056066247899;TPHCM;da_thanh_toan;300000.00;2021-06-01 00:00:00;1
