022751590918;1;1;1;2;1;645
002947382146;2;1;1;2;2;804
092786067395;2;1;2;2;1;854
013834122631;1;1;1;2;2;734
075128409260;2;1;2;1;1;723
098139712817;2;0;1;2;2;743
046837877163;1;2;2;1;2;852
021884639707;1;1;2;2;1;650
053720418200;1;1;2;1;2;673
054403020061;0;1;1;2;2;543
078252097556;2;2;1;1;1;826
036185162089;1;2;1;2;2;799
093312181033;1;2;1;1;1;638
009369568416;2;2;0;2;1;706
043905741096;1;0;1;2;2;692
002508947307;1;2;1;1;2;708
050584863303;1;2;2;2;1;862
034305789630;2;2;2;2;2;1056
001821175354;1;1;1;1;2;601
079424067308;2;2;1;2;2;914
068968710753;1;1;2;2;2;681
000612942766;2;1;1;1;1;601
035092923900;1;0;1;1;2;652
068877329419;2;0;2;2;1;841
025375100202;2;2;1;2;1;760
018097631977;2;2;1;1;1;909
071953532993;1;0;1;1;2;514
097080960861;0;1;2;2;1;649
055652421676;2;2;1;1;1;818
030444232191;0;2;2;2;1;680
064244678044;1;2;1;2;1;734
029837136423;2;2;1;1;0;780
009237765267;2;2;2;2;2;946
050529821727;2;2;2;2;1;1039
045329803024;2;2;0;2;2;841
070309093847;1;1;1;2;1;588
076208512407;2;1;2;2;1;850
055095814776;2;2;2;1;1;898
055023976457;2;1;2;2;1;781
005761200189;1;1;1;2;1;618
027600547539;2;1;1;1;2;808
097816296633;2;2;1;2;1;856
029578365954;1;2;2;2;1;792
084794742393;2;0;2;1;1;743
036958223826;1;1;1;1;2;704
099002604049;1;0;2;1;2;721
055057240683;2;0;1;2;2;676
012238163607;2;2;2;1;2;906
093946413730;1;1;1;1;2;554
031871819789;1;2;1;1;2;696
026799140577;0;1;2;2;1;777
030891109300;1;1;1;2;1;760
016342681235;1;2;2;1;2;901
032806091398;1;1;2;1;1;792
041290844879;2;2;0;2;1;726
052450942806;1;1;2;2;2;747
027512670864;1;2;2;1;2;914
004753680525;1;2;1;1;2;716
038245087411;2;2;2;1;2;954
033511449200;0;2;2;1;1;774
018285217444;1;1;1;2;1;604
039701800911;2;2;2;2;2;1019
054507401991;1;2;1;1;1;742
068628038596;1;0;2;1;2;698
086122354027;1;1;2;2;2;828
005821006812;2;1;2;2;2;839
010605506249;0;0;2;2;2;655
095483709883;1;2;0;1;1;652
031733924087;1;1;2;2;2;824
040782476393;1;1;1;2;2;673
006566827488;2;2;2;2;1;842
087836119791;1;1;2;1;1;747
084234051329;1;2;1;1;0;632
018420725707;2;1;1;1;1;775
054612975574;1;1;1;2;2;789
064023314421;2;1;1;2;1;742
026016577629;2;1;2;1;2;920
005714070222;0;2;2;1;1;777
005040118375;1;1;2;2;2;809
038990371779;1;1;2;2;2;770
034014920462;1;2;1;2;1;753
078357913569;0;1;0;2;2;605
077460312574;2;1;1;1;1;748
007286638660;1;1;1;2;2;706
069510422659;1;2;1;1;2;760
051892921284;1;2;2;1;2;915
051094519176;2;1;2;2;1;779
053039242180;1;2;1;1;1;707
038562762630;2;0;2;1;1;779
010308416074;2;1;1;1;1;790
097215977567;2;1;1;1;1;619
085692784119;1;1;1;1;2;712
062330713155;0;1;2;1;1;627
073229053792;1;1;1;2;1;681
078225255286;2;2;1;2;2;976
094989445133;1;1;2;2;2;778
003707127102;2;1;1;2;1;826
099281860059;1;2;1;2;1;755
030997751273;2;1;1;2;2;817
064980124698;2;1;2;2;1;866
064646559324;1;1;2;1;2;774
055903507482;1;1;0;2;2;610
023442713110;1;2;2;1;2;752
021851744626;1;1;1;2;2;812
072036125720;2;1;2;2;2;856
085347075019;1;0;2;1;2;696
087446293127;1;1;2;1;1;762
027021551017;1;2;2;2;2;840
098051338100;1;0;1;2;0;493
037407389563;2;2;2;2;1;922
040963034804;2;2;2;2;0;829
029455413678;1;2;2;1;2;860
039763530107;2;1;1;1;1;692
023676210306;2;2;2;2;1;888
001298213041;1;2;1;1;1;664
066909447187;1;2;2;1;1;855
097203037262;0;2;1;2;2;738
004041384029;2;1;2;2;1;769
008256443580;2;2;1;1;1;773
025035439971;1;1;1;2;1;656
097799469596;1;1;2;1;2;799
053419470697;2;0;1;2;1;677
019422562158;1;0;1;2;1;568
036848819731;1;1;2;1;2;795
038296089215;1;2;2;2;1;808
053769799069;2;1;1;1;1;732
072534782590;2;2;1;1;2;928
065386143052;1;1;1;1;0;541
074923850466;2;2;2;1;2;957
054658775954;2;2;1;1;0;720
018089053987;1;1;2;2;1;826
049508998909;1;1;1;1;2;573
018562428857;0;2;2;2;1;814
019018290659;2;1;1;2;2;851
